method,seed,preprocessing,dataset,dataset_name,dataset_samples,groups,group_unit,scope,conditions,rows,pooled_coverage,pooled_nmae,pooled_rmse,pooled_acc_at_1_percent,pooled_acc_at_2_percent,pooled_acc_at_5_percent,pooled_p95_absolute_error,pooled_p99_absolute_error,pooled_maximum_absolute_error,group_macro_coverage,group_macro_nmae,group_macro_rmse,group_macro_acc_at_1_percent,group_macro_acc_at_2_percent,group_macro_acc_at_5_percent,group_macro_p95_absolute_error,group_macro_p99_absolute_error,group_macro_maximum_absolute_error
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.09987986197232906,0.15567968547974803,0.06511056511056511,0.12776412776412777,0.47297297297297297,0.3917804852128027,0.5377018505334854,0.6070379614830017,1.0,0.0986986509380619,0.12153801744631498,0.0636608774262673,0.12849648261754965,0.4713370056052149,0.22088174246717243,0.28260786999665194,0.3048796285018325
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.0976039695365661,0.1602692963843905,0.062244062244062245,0.1547911547911548,0.5024570024570024,0.4125335425138473,0.5887581843137745,0.8069087266921997,1.0,0.09651474087499554,0.11927561756160518,0.06417900954494662,0.15619903972503152,0.498419721497113,0.22045991772346193,0.2899891143593192,0.32965209590047595
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.22197028145317949,0.26972105550483616,0.036281179138321996,0.05442176870748299,0.14058956916099774,0.49747283438841494,0.5919089053471882,0.6339004516601563,1.0,0.21917404986444916,0.26319492858008625,0.038029100529100524,0.0539021164021164,0.1388888888888889,0.46170897368400815,0.49149396383383914,0.4998590087512183
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.2360822096271039,0.2824049814085249,0.006802721088435374,0.02040816326530612,0.11564625850340136,0.5277222009499865,0.5905403955777486,0.6339004516601563,1.0,0.23114245684216264,0.27319436636451594,0.005952380952380952,0.017857142857142856,0.10714285714285714,0.4343810545679122,0.45802965017803127,0.46394179908056105
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.23263457338826185,0.27963221890196616,0.034013605442176874,0.047619047619047616,0.10884353741496598,0.5051584808031717,0.5833265930811562,0.6177044987678528,1.0,0.22895178463802765,0.2710008762320607,0.02976190476190476,0.041666666666666664,0.11111111111111112,0.4307379544831457,0.4514883685662633,0.4566759720870427
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.22646092038305982,0.2723881250761365,0.04081632653061224,0.05442176870748299,0.12244897959183673,0.4872607258955637,0.5913937754631042,0.5966831763585408,1.0,0.22553028773063075,0.2657166673739993,0.03571428571428571,0.047619047619047616,0.10714285714285714,0.4168251183108677,0.43440030582745864,0.4387941027066064
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.2205189854987895,0.27071042814425444,0.04081632653061224,0.061224489795918366,0.14285714285714285,0.5016828509171802,0.5974981236457825,0.6015612045923868,1.0,0.21497833288338764,0.2614622151457802,0.05555555555555556,0.07341269841269842,0.17063492063492064,0.4254887024921083,0.4516584392649786,0.45820087345819627
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.20912850995182725,0.25759582099837547,0.034013605442176874,0.06802721088435375,0.17687074829931973,0.4922086576620737,0.5783825312455492,0.6143362840016683,1.0,0.2081095276402418,0.2528696068746833,0.041666666666666664,0.07142857142857142,0.16666666666666666,0.40800686627153354,0.4344067543328754,0.4410067263482109
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.2069964898700347,0.25439123754387744,0.061224489795918366,0.07482993197278912,0.17687074829931973,0.4835084585348764,0.5184558698336281,0.5351360003153482,1.0,0.20633190945224472,0.24985298451066495,0.05952380952380952,0.07142857142857142,0.17063492063492064,0.40289003147208496,0.42662574380957885,0.43255967189395234
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.21221466177355044,0.26099466446716113,0.045351473922902494,0.06802721088435375,0.1655328798185941,0.4912673393885294,0.5880658562978114,0.6143362840016683,1.0,0.20980658999195806,0.25545288663874655,0.052248677248677246,0.07208994708994709,0.1693121693121693,0.4468724996532712,0.48071277856524025,0.48945860677295255
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.11970583180231134,0.1964519680418026,0.13517665130568357,0.2956989247311828,0.4957757296466974,0.4583217650651931,0.7248916864395141,0.8943771123886108,1.0,0.11313317159756124,0.14074322487366556,0.1320673220441562,0.280808365660599,0.500430344000134,0.2811904322380369,0.34866620660370046,0.39096546958793293
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.11422993860785176,0.18980520492430508,0.14516129032258066,0.35253456221198154,0.5253456221198156,0.4419768616557121,0.6734051823616033,0.8776051998138428,1.0,0.10898209300125723,0.13079022369419027,0.13286084950989815,0.325312319815491,0.527570545823211,0.22711650421544907,0.2925708943927016,0.32047319080341946
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.11409127871929088,0.19021960688486134,0.1382488479262673,0.35253456221198154,0.5207373271889401,0.4528678327798839,0.6730909234285355,0.892626166343689,1.0,0.1097161421336821,0.13184376142173668,0.12604266769171632,0.324644435902364,0.4801817643918764,0.22933360065120187,0.29637976410306305,0.32678180753507396
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.12178566750308954,0.20291803099049202,0.12672811059907835,0.3271889400921659,0.5069124423963134,0.4725067451596252,0.71324862420559,0.8741589784622192,1.0,0.11664293303015079,0.14016821389643805,0.11526523159715549,0.3014427081023276,0.4679169499026905,0.2617319814413109,0.307358936016397,0.32099355628544635
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.10901114506234977,0.18605411008302636,0.1497695852534562,0.2672811059907834,0.5161290322580645,0.43494449853897077,0.7416666114330296,0.8764646053314209,1.0,0.10370486822304993,0.13116377256805228,0.1397078608495099,0.24780200457183052,0.5180443261624945,0.2614152566378767,0.31381835234062233,0.3298679587515918
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.13062446015218296,0.20705131003933624,0.12903225806451613,0.2488479262672811,0.45622119815668205,0.4626565784215926,0.6839202290773398,0.8943771123886108,1.0,0.12047235811839259,0.14767416666003796,0.1645903958845347,0.2752407571736437,0.5077976830270924,0.2796260598055342,0.31491472603174775,0.32534557973796674
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.12849250076910318,0.20171424257187542,0.12211981566820276,0.22580645161290322,0.44930875576036866,0.4494408249855034,0.6883031785488141,0.8403199911117554,1.0,0.11928063507883478,0.1479006205966111,0.11393692673212263,0.21040796839793738,0.5010707946934387,0.28350968326343734,0.3274092397792772,0.3448203827847134
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.122709368661212,0.1984733504563754,0.1336405529953917,0.24731182795698925,0.4738863287250384,0.45658712595701223,0.7249016046524048,0.8943771123886108,1.0,0.11448595380675912,0.1434452841065329,0.13941172782205574,0.24448357671447052,0.5089709346276753,0.284826366329193,0.3410634996132417,0.37187827500430015
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.12206542471497123,0.196493526729735,0.08558558558558559,0.1814086814086814,0.45290745290745293,0.47337156385183315,0.6869605773687365,0.9359529614448547,1.0,0.11824536195090747,0.1476674564049317,0.08668769632859921,0.18480952079789287,0.46096883177949044,0.27239817541651423,0.3883250987145305,0.4395285642385483
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.12869984243520025,0.2101270044153547,0.07985257985257985,0.19656019656019655,0.47297297297297297,0.5078736007213586,0.7152050149440765,0.8970657587051392,1.0,0.12491508746118343,0.15060761010440088,0.07976783248671074,0.19983880878203725,0.48056238289013303,0.25651564727939663,0.3300768500878214,0.36211119399219754
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.12819311430718044,0.2090873043103535,0.085995085995086,0.1977886977886978,0.4705159705159705,0.5064790576696385,0.7123379534482956,0.8972245454788208,1.0,0.12440711146418033,0.1506828562569565,0.08654145102503516,0.2007490742271864,0.4782896556174058,0.2543196284432709,0.331676094742,0.364951818741858
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.13355343661749283,0.21489368207806883,0.08353808353808354,0.18058968058968058,0.44717444717444715,0.5351527810096738,0.6738212227821351,0.9359529614448547,1.0,0.12953462117134334,0.15727976171482136,0.08349227721662741,0.18528160887600012,0.4560608649966696,0.2613120968125015,0.348318540600717,0.3827778976857662
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.11687016560895143,0.19335185281807316,0.10073710073710074,0.1977886977886978,0.47297297297297297,0.48243456929922085,0.7145843052864075,0.8688269853591919,1.0,0.1129105438976233,0.1407222696845201,0.10040149620860975,0.19749727548633159,0.48494318059831387,0.247971627664268,0.3323683672599196,0.3603286518394947
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.11804701228930412,0.18480728753641226,0.08722358722358722,0.16461916461916462,0.4312039312039312,0.42957563102245305,0.6751261931657792,0.8673275709152222,1.0,0.11401082097044964,0.14117765607450755,0.09090777553499851,0.17184487499124984,0.4363818581071926,0.2567756353996694,0.33600947136309733,0.3725017155945301
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.10702897703169822,0.16146024389915783,0.07616707616707617,0.1511056511056511,0.4226044226044226,0.36370894068479465,0.5892884796857835,0.7329482436180115,1.0,0.10369398674066481,0.12979507187133602,0.07901534549961363,0.15364548242455217,0.42957504846722755,0.23617159514725206,0.32846771603491887,0.3621247871756553
GeoPRR normalized endpoint,20262021,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.11398205164331794,0.18037745874944527,0.08804258804258805,0.17117117117117117,0.44226044226044225,0.42122591733932463,0.6726890379190458,0.8688269853591919,1.0,0.11020511720291257,0.13875273114297154,0.09010820574774063,0.17432921096737786,0.45030002905757804,0.2610507591897248,0.37616485601413246,0.4006805902957916
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.24514327385528284,0.2670877026211362,0.011337868480725623,0.017006802721088437,0.04421768707482993,0.4114336697260538,0.46743821875254304,0.5351800203323365,1.0,0.24631691728240596,0.26650107292304337,0.011574074074074073,0.016534391534391533,0.04563492063492063,0.39055006156838123,0.4188413410985281,0.42938065983000256
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.24665878016391846,0.267362833058491,0.006802721088435374,0.006802721088435374,0.061224489795918366,0.4046281417210895,0.4412212448914844,0.4602636456489563,1.0,0.2451796130205273,0.2639335936194027,0.005952380952380952,0.005952380952380952,0.05952380952380952,0.3576504791615501,0.37057143167995266,0.3738016698095533
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.2508176522784763,0.26841975345142866,0.0,0.006802721088435374,0.027210884353741496,0.39034152905146263,0.4410524257024129,0.4540895581245422,1.0,0.25060166938516193,0.2658511720495405,0.0,0.005952380952380952,0.023809523809523808,0.35176093781278245,0.363954003527997,0.36700226995680063
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.2576698693396553,0.2761099477835081,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.42438434561093635,0.4760443786780038,0.4912370761235555,1.0,0.2574429902655107,0.27469166558791247,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.36701929901705843,0.37988723087197257,0.3831042138357011
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.2297117299638908,0.255188799760066,0.013605442176870748,0.013605442176870748,0.05442176870748299,0.41130077799161263,0.466099153359731,0.49933303991953526,1.0,0.23107865618413714,0.25228593324423826,0.011904761904761904,0.011904761904761904,0.06349206349206349,0.35649530262795703,0.3739965374727097,0.3783718461838979
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.2360531690358575,0.25705058509125783,0.006802721088435374,0.013605442176870748,0.034013605442176874,0.4024231100082396,0.4486723676522572,0.5027498324712117,1.0,0.2392895721687526,0.25751785981884556,0.005952380952380952,0.011904761904761904,0.02976190476190476,0.35462858909936174,0.36703290403135236,0.37013398276435006
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.24994844234989888,0.2775787576902777,0.034013605442176874,0.05442176870748299,0.08163265306122448,0.4309629162152608,0.48117776187260936,0.5351800203323365,1.0,0.2543090026703461,0.2795012303338755,0.02976190476190476,0.047619047619047616,0.08134920634920635,0.38840580779219425,0.4026333182913916,0.40619019591619093
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.23857111378321572,0.2634680837973985,0.018140589569160998,0.027210884353741496,0.05668934240362812,0.42093029816945393,0.47277438799540217,0.5351800203323365,1.0,0.2415590770077453,0.2640861321476303,0.015873015873015872,0.023809523809523808,0.0582010582010582,0.3880410070930208,0.4152715177952297,0.4226091984718565
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.12764172355483175,0.20268324673585342,0.10407066052227343,0.2250384024577573,0.42319508448540705,0.5000780493021011,0.6623801308870307,0.8193992376327515,1.0,0.12404229035319192,0.15095889624614262,0.09716269459926964,0.2180571191861732,0.41220541356443924,0.2799284873019565,0.3525375450060585,0.3975218662348661
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.11906656070640695,0.19844528510257342,0.12672811059907835,0.26036866359447003,0.45622119815668205,0.5038156330585476,0.6864298933744433,0.7823099493980408,1.0,0.1168807489132536,0.13861482852154117,0.11755237363059773,0.2433140150899136,0.4203380136873907,0.23711461867933925,0.28534908525428987,0.3031596062671054
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.11890793649177603,0.1984566226379975,0.1313364055299539,0.26036866359447003,0.4539170506912442,0.49264945387840253,0.6683120280504228,0.7884484529495239,1.0,0.11697475314843125,0.13900831878944037,0.1216846050355564,0.24357890171843663,0.4184037777106015,0.2386087304665284,0.28848308556242425,0.3059292769702998
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.1278879185882547,0.20763673860281343,0.10138248847926268,0.22811059907834103,0.43548387096774194,0.5132487893104549,0.6828023153543473,0.8193992376327515,1.0,0.12542386357928276,0.14812174229090136,0.09421968095329616,0.2139998127313138,0.4014904584717009,0.25439312415122983,0.3060554254767569,0.3248270367627794
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.11343630243029257,0.17831721419852212,0.09216589861751152,0.2073732718894009,0.4377880184331797,0.45306070864200587,0.5847783118486405,0.7830625772476196,1.0,0.11072407766348932,0.1345035712512548,0.08730540073034788,0.19424912649014126,0.44758191143868803,0.23616339094422079,0.29254020030298017,0.3153268418962305
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.13828550902691408,0.20986637811637718,0.07834101382488479,0.18202764976958524,0.38018433179723504,0.5015709161758422,0.6181846106052399,0.7399014830589294,1.0,0.13417423770778972,0.16214093180361985,0.07330386315587162,0.17137770615571885,0.39495678927103517,0.271858427794955,0.33649696621417996,0.35807670847936107
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.14826611408534615,0.2208245639306867,0.0944700460829493,0.2119815668202765,0.37557603686635943,0.5231119483709336,0.6261980402469637,0.6874693036079407,1.0,0.14007606110690485,0.1672527439876235,0.0889102440899481,0.24182315293151513,0.3904615308072193,0.2812531776810234,0.3263441365518895,0.3455367676778273
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.13332930851418426,0.20380089432121876,0.08832565284178187,0.20046082949308755,0.3978494623655914,0.4952088952064515,0.6179843592643738,0.7830625772476196,1.0,0.12832479215939463,0.156157475786293,0.08317316932538919,0.20248332852579176,0.4110000771723142,0.2798558735134926,0.34868982557340095,0.38360702644694933
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.12152252307414312,0.19967059220999883,0.06818181818181818,0.1588861588861589,0.4742014742014742,0.5183680057525628,0.675084679126741,0.8983988761901855,1.0,0.11780757455489974,0.1468627080291231,0.07164438546962487,0.16468324364123638,0.47846769442124115,0.2594862373702228,0.36935108767360453,0.42159029206037524
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.12444604378092018,0.20995979132288364,0.0687960687960688,0.1597051597051597,0.4950859950859951,0.5421819806098938,0.6948496639728546,0.8116138577461243,1.0,0.1210687941849786,0.14714130919841323,0.07236203718761858,0.16495546098787567,0.49709727519226704,0.24211840864002704,0.30596900535899396,0.33607157070934773
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.12365887165747823,0.2090088668566297,0.06265356265356266,0.15601965601965603,0.49385749385749383,0.5393711417913436,0.6991734302043915,0.8116552829742432,1.0,0.12030410838986769,0.1461307857983672,0.06612231437812834,0.16079477232216546,0.4961872308973674,0.24046473218843337,0.30445126696753494,0.33525271788984534
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.12638663976034492,0.20991686138903026,0.06511056511056511,0.14127764127764128,0.4864864864864865,0.533393615484237,0.6936018890142441,0.8443942666053772,1.0,0.12286723494806824,0.14887106674574915,0.06836861458954482,0.14847670865571502,0.4890772058399932,0.2424868228919804,0.31153477412942043,0.34315768250077966
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.11836658422370652,0.19787541074170378,0.05896805896805897,0.16953316953316952,0.48525798525798525,0.5154547631740569,0.6675146621465684,0.8983988761901855,1.0,0.11440423080661107,0.14123052659708935,0.059710025117001866,0.1748948745136727,0.4944262273766628,0.24462172868996857,0.31791276855167744,0.3450597902178764
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.12257875416119395,0.19540922636354197,0.07248157248157248,0.15724815724815724,0.43734643734643736,0.4897800222039219,0.6647282081842423,0.8541109561920166,1.0,0.11852165005864741,0.14600201294732426,0.07694186418536623,0.15955835947035774,0.43986637010293206,0.26210569559589025,0.32881280911397925,0.3589359354019165
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.11369824486121499,0.17331393292026867,0.08108108108108109,0.16953316953316952,0.44717444717444715,0.4008409947156905,0.5773041498661041,0.7705249190330505,1.0,0.10967942894122544,0.13837975630502303,0.08636145736008936,0.17941928589763162,0.45415185711822464,0.2506147874653339,0.33352127393466224,0.36534248849153517
GeoPRR normalized endpoint,20262022,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.11821452774870513,0.1891887622353993,0.07084357084357085,0.16543816543816545,0.45659295659295657,0.4750625729560844,0.6455977249145508,0.8983988761901855,1.0,0.11420176993549462,0.1432000668414924,0.07433778222081916,0.171290839960554,0.46281481819927317,0.26401605135023587,0.3683643416287302,0.40202420612573625
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.12604953603972474,0.152150831777968,0.05668934240362812,0.0963718820861678,0.23129251700680273,0.2813036068280538,0.34877349992593126,0.38221303224563596,1.0,0.1279199956390987,0.1505843318444769,0.059854497354497355,0.09722222222222221,0.21792328042328044,0.25532957919249455,0.2855909022003885,0.2942877982343946
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.1328819755821271,0.16121373202134454,0.08163265306122448,0.10204081632653061,0.23129251700680273,0.2834261483351389,0.3554016107718149,0.38221303224563596,1.0,0.13376774789637358,0.15696988506839943,0.08928571428571429,0.10714285714285714,0.2261904761904762,0.2410488660411229,0.25208625620206193,0.2548456037422967
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.1319991969927098,0.15798358486488084,0.061224489795918366,0.07482993197278912,0.19047619047619047,0.2800994928677876,0.33153454025586415,0.3743185758590698,1.0,0.1333467066721626,0.153821871791396,0.07142857142857142,0.08333333333333333,0.18452380952380953,0.23336418644587192,0.24310684231500776,0.24554250628229168
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.13957960778082848,0.16583153435952364,0.02040816326530612,0.08843537414965986,0.19047619047619047,0.29845647525787344,0.34599954183896364,0.37537238200505574,1.0,0.1439362903065467,0.16365657059565009,0.03571428571428571,0.09523809523809523,0.18452380952380953,0.24234513253257386,0.2511744437459915,0.25338177154934594
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.12174022829586684,0.14765311475826734,0.07482993197278912,0.09523809523809523,0.272108843537415,0.2629640199740727,0.33516756391525243,0.3705898177623749,1.0,0.12614570913767373,0.14537722270164227,0.07341269841269842,0.09722222222222221,0.251984126984127,0.21856212379109288,0.2293134469108922,0.232001277690842
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.11724928696139329,0.14111340881581227,0.061224489795918366,0.1292517006802721,0.23129251700680273,0.2569043618440627,0.3280720415592192,0.34469934821128845,1.0,0.11780778103956469,0.13620744796656628,0.05357142857142857,0.1130952380952381,0.2123015873015873,0.20986231424505744,0.2211477395750227,0.22396909590751402
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.11284692062542283,0.13687965134338165,0.04081632653061224,0.08843537414965986,0.272108843537415,0.24726413448651627,0.30348114430904366,0.35617578625679014,1.0,0.11251573878227086,0.1317878193717823,0.03571428571428571,0.0873015873015873,0.248015873015873,0.20450061846630913,0.2153293897297647,0.2180365825456286
Raw EfficientNet-B0,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.11727881196089432,0.14195125383656926,0.05895691609977324,0.10430839002267574,0.2585034013605442,0.25789223710695897,0.3289765400886539,0.3705898177623749,1.0,0.11882307631983642,0.13957633856510324,0.05423280423280423,0.09920634920634921,0.2374338624338624,0.23568523316345513,0.25284063097503445,0.2571040668941679
